Sound,,,,,,,,,,,,
129,01h 01h,145,01h 11h,,,,,00h::7Fh,,0::127,Dry::Wet,Mix
Chorus FX1,,Chorus FX2,,Flanger FX1,,Flanger FX2,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV:o,Description,Name
130,01h 02h,146,01h 12h,130,01h 02h,146,01h 12h,00h:,:7Fh,0::127,,Speed
131,01h 03h,147,01h 13h,131,01h 03h,147,01h 13h,00h:,:7Fh,0::127,,Depth
133,01h 05h,149,01h 15h,,,,,00h:,:7Fh,0::127,,Delay
,,,,134,01h 06h,150,01h 16h,00h:,:7Fh,0::127,0%::100%,Feedback
,,,,138,01h 0Ah,154,01h 1Ah,"00h,01h",,"0, 1","Positive, Negative",Polarity
Phaser FX1,,Phaser FX2,,Delay FX2,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,,,sndv16,,SNDV10,Description,Name
130,01h 02h,146,01h 12h,,,,,00h:,:7Fh,0::127,,Speed
131,01h 03h,147,01h 13h,,,,,00h:,:7Fh,0::127,,Depth
134,01h 06h,150,01h 16h,150,01h 16h,,,00h:,:7Fh,0::127,0%::100%,Feedback
135,01h 07h,151,01h 17h,,,,,00h:,:7Fh,0::127,,Center
,,,,151,01h 17h,,,00h:,:7Fh,0::127,,Cutoff
136,01h 08h,152,01h 18h,,,,,00h:,:7Fh,0::127,,Spacing
138,01h 0Ah,154,01h 1Ah,154,01h 1Ah,,,00h:,:01h,"0, 1","Positive, Negative",Polarity
,,,,155,01h 1Bh,,,00h:,:01h,"0, 1","Off, On",Autopan
Overdrive FX1,,Overdrive FX2,,,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,,,,,sndv16,,SNDV10,Description,Name
131,01h 03h,147,01h 13h,,,,,00h:,:7Fh,0::127,,Drive
132,01h 04h,148,01h 14h,,,,,00h:,:7Fh,0::127,,Post Gain
135,01h 07h,151,01h 17h,,,,,00h:,:7Fh,0::127,,Cutoff
FiveFX FX1,,FiveFX FX2,,,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,,,,,sndv16,,SNDV10,Description,Name
130,01h 02h,146,01h 12h,,,,,00h:,:7Fh,1::127,,Chorus Speed
131,01h 03h,147,01h 13h,,,,,00h:,:7Fh,0::127,,Chorus Depth
132,01h 04h,148,01h 14h,,,,,00h:,:7Fh,0::127,,Delay
133,01h 05h,149,01h 15h,,,,,00h:,:7Fh,0::127,,Chorus/Delay L
134,01h 06h,150,01h 16h,,,,,00h:,:7Fh,0::127,44.1KHz::2.6Hz,Sample&Hold
135,01h 07h,151,01h 17h,,,,,00h:,:7Fh,0::127,,Overdrive
136,01h 08h,152,01h 18h,,,,,00h:,:08h,0::8,"External, Aux, FX1::FX4,Main In, Sub1 In, Sub2 In",Ring Mod Source
137,01h 09h,153,01h 19h,,,,,00h::7Fh,,0::127,,Ring Mod Level
Vocoder FX1,,Vocoder FX2,,,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,,,,,sndv16,,SNDV10,Description,Name
130,01h 02h,146,01h 12h,,,,,00h::17h,,2::25,,Bands
131,01h 03h,147,01h 13h,,,,,00h::08h,,0::8,"External, Aux, FX1::FX4,Main In, Sub1 In, Sub2 In",Analysis Signal
132,01h 04h,148,01h 14h,,,,,00h:,:7Fh,0::127,10.9Hz::16.7KHz,A. Lo Freq
133,01h 05h,149,01h 15h,,,,,00h:,:7Fh,0::127,10.9Hz::16.7KHz,A. Hi Freq
134,01h 06h,150,01h 16h,,,,,00h:,:40h::7Fh,"0::64::127 -128::-32(x3), -34::0::31(x1), +35::+128(x3)",S. Offset,
135,01h 07h,151,01h 17h,,,,,00h::40h::7Fh,,"0::64::127 -128::-32(x3), -34::0::31(x1), +35::+128(x3)",Hi Offset,
136,01h 08h,152,01h 18h,,,,,00h:,:40h::7Fh,0::64::127,-64::0::+63,Bandwidth
137,01h 09h,153,01h 19h,,,,,00h:,:40h::7Fh,0::64::127,-64::0::+63,Resonance
138,01h 0Ah,154,01h 1Ah,,,,,00h:,:7Fh,0::127,,Attack
139,01h 0Bh,155,01h 1Bh,,,,,00h:,:7Fh,0::127,,Decay
140,01h 0Ch,156,01h 1Ch,,,,,00h:,:40h::7Fh,0::64::127,-64::0::+63,EQ Low Level
141,01h 0Dh,157,01h 1Dh,,,,,00h:,:18h,0::24,Band 1::Band 25,EQ Mid Band
142,01h 0Eh,158,01h 1Eh,,,,,00h:,:40h::7Fh,0::64::127,-64::0::+63,EQ Mid Level
143,01h 0Fh,159,01h 1Fh,,,,,00h:,:40h::7Fh,0::64::127,-64::0::+63,EQ High Level
,,,,,,,,,,,,
Reverb FX1,,Reverb FX2,,,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,,,,,sndv16,,SNDV10,Description,Name
130,01h 02h,146,01h 12h,,,,,00h:,:7Fh,0::127,3m::30m,Size
131,01h 03h,147,01h 13h,,,,,00h:,:7Fh,0::127,,Shape
132,01h 04h,148,01h 14h,,,,,00h:,:7Fh,0::127,,Decay
133,01h 05h,149,01h 15h,,,,,00h:,:7Fh,0::127,0ms::300ms,Pre-Delay
135,01h 07h,151,01h 17h,,,,,00h:,:7Fh,0::127,,Lowpass
136,01h 08h,152,01h 18h,,,,,00h:,:7Fh,0::127,,Highpass
137,01h 09h,153,01h 19h,,,,,00h:,:7Fh,0::127,,Diffusion
138,01h 0Ah,154,01h 1Ah,,,,,00h:,:7Fh,0::127,,Damping
5.1 Delay FX2,,5.1 Clk.Delay FX2,,,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,,,,,sndv16,,SNDV10,Description,Name
146,01h 12h,,,,,,,00h::7Fh,,0::127,1.4ms::1.48s,Delay
,,146,01h 12h,,,,,00h::1Dh,,0::29,"1/128, 1/128T, 1/128, 1/64, 1/64T, 1/64, 1/32, 1/32T, 1/32, 1/16, 1/16T, 1/16, 1/8, 1/8T, 1/8, 1/4, 1/4T, 1/4, 2/4, 2/4T, 2/4, 3/4, 3/4T, 4/4, 4/4, 4/4T, 4/4, 8/4, 8/4T, 8/4",Length
147,01h 13h,147,01h 13h,,,,,00h:,:7Fh,0::127,0%::100%,Feedback
148,01h 14h,148,01h 14h,,,,,00h:,:7Fh,0::127,10.9Hz::16.7KHz,LFELP
149,01h 15h,149,01h 15h,,,,,00h:,:7Fh,0::127,10.9Hz::16.7KHz,Input HP
150,01h 16h,150,01h 16h,,,,,00h:,:7Fh,0::127,0%::400%,Delay ML
151,01h 17h,151,01h 17h,,,,,00h:,:7Fh,0::127,,FSL Volume
152,01h 18h,152,01h 18h,,,,,00h:,:7Fh,0::127,0%::400%,Delay MR
153,01h 19h,153,01h 19h,,,,,00h:,:7Fh,0::127,,FSR Volume
154,01h 1Ah,154,01h 1Ah,,,,,00h:,:7Fh,0::127,0%::400%,Delay S2L
155,01h 1Bh,155,01h 1Bh,,,,,00h:,:7Fh,0::127,,CntrS Volume
156,01h 1Ch,156,01h 1Ch,,,,,00h:,:7Fh,0::127,0%::400%,Delay S1L
157,01h 1Dh,157,01h 1Dh,,,,,00h:,:7Fh,0::127,,RearSL Volume
158,01h 1Eh,158,01h 1Eh,,,,,00h:,:7Fh,0::127,0%::400%,Delay S1R
159,01h 1Fh,159,01h 1Fh,,,,,00h:,:7Fh,0::127,,RearSR Volume
LFO,,,,,,,,,,,,
LFO1,,LFO2,,LFO3,,,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,,,sndv16,,SNDV10,Description,Name
160,01h 20h,172,01h 2Ch,184,01h 38h,,,00h::05h,,0::5,"Sine, Triangle, Square, Saw, Random, S&H",Shape
161,01h 21h,173,01h 2Dh,185,01h 39h,,,00h::7Fh  00h::7Eh(2),,0 0,"0::127  256,192,160,144, 128, 120, 96, 80, 72, 64, 48, 40, 36, 32, 24, 20, 18, 16,15, 14,12,10, 9, 8, 7, 6, 5, 4, 3.5, 3, 2.66, 2.4, 2, 1.75, 1.5, 1.33, 1.2,1,7/8, 1/2., 1/2T, 5/8, 1/2, 7/16, 1/4., 1/4T, 5/16, 1/4, 7/32,  1/8., 1/8T, 5/32, 1/8, 7/64, 1/16., 1/16T, 5/64, 1/16, 1/32., 1/32T,  1/32, 1/64T, 1/64, 1/96 bars",Speed (Clocked:=Off) Speed (Clocked:=On)
163,01h 23h,175,01h 2Fh,187,01h 3Bh,,,"00h, 01h",,"0, 1","Off, On",Sync
164,01h 24h,176,01h 30h,188,01h 3Ch,,,"00h, 01h",,"0, 1","Off, On",Clocked
165,01h 25h,177,01h 31h,189,01h 3Dh,,,"00h, 01h::7Fh",,"0, 1::127","Free, 0::360",Start Phase
166,01h 26h,178,01h 32h,190,01h 3Eh,,,00h:,:7Fh,0::127,0::127,Delay
167,01h 27h,179,01h 33h,191,01h 3Fh,,,00h:,:40h::7Fh,0::64::127,-64::0::+63,Fade
170,01h 2Ah,182,01h 3 6h,194,01h 42h,,,00h:,:40h::7Fh,0::64::127,-200%::0%::+196%,Keytrack
Envelopes,,,,,,,,,,,,
FiltEnv,,AmpEnv,,Env 3,,Env4,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV10,Description,Name
196,01h 44h,208,01h 50h,220,01h 5Ch,232,01h 68h,"m:0h, 1h, 2h,  3h, 4h t:0h, 2h tmh",,"0::4 0, 2","ADSR, ADS1DS2R, One Shot,  Loop S1S2, Loop All Normal, Single",Env Mode Trigger Mode
197,01h 47h,211,01h 53h,223,01h 5Fh,235,01h 6Bh,00h:,:7Fh,0::127,0::127,Attack
198,01h 48h,212,01h 54h,224,01h 60h,236,01h 6Ch,00h:,:7Fh,0::127,0::127,Attack Level
199,01h 49h,213,01h 55h,225,01h 61h,237,01h 6Dh,00h:,:7Fh,0::127,0::127,Decay
200,01h 4Ah,214,01h 5 6h,226,01h 62h,238,01h 6Eh,00h:,:7Fh,0::127,0::127,Sustain
201,01h 4Bh,215,01h 57h,227,01h 63h,239,01h 6Fh,00h:,:7Fh,0::127,0::127,Decay 2
202,01h 4Ch,216,01h 58h,228,01h 64h,240,01h 70h,00h:,:7Fh,0::127,0::127,Sustain 2
203,01h 4Dh,217,01h 5 9h,229,01h 65h,241,01h 71h,00h:,:7Fh,0::127,0::127,Release
Modifiers,,,,,,,,,,,,
Mod 1,,Mod 2,,Mod 3,,Mod 4,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV10,Description,Name
245,01h 75h,249,01h 7 9h,253,01h 7Dh,257,02h 01h,00h:,:2 7h,0::39,Standard Mod Source,Source1
246,01h 76h,250,01h 7Ah,254,01h 7Eh,258,02h 02h,00h:,:2 7h,0::39,Standard Mod Source,Source 2
247,01h 77h,251,01h 7Bh,255,01h 7Fh,259,02h 03h,00h:,:0 7h,0::7,"+, -, *, AND, OR, XOR, MAX, min",Operator
248,01h 78h,252,01h 7Ch,256,02h 00h,260,02h 04h,00h:,:40h::7Fh,0::64::127,-64::0::+63,Constant
Fast Mod Matrix,,,,,,,,,,,,
Slot 1F,,Slot 3F,,Slot 5F,,Slot 7F,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV10,Description,Name
261,02h 05h,267,02h 0Bh,273,02h 11h,279,02h 17h,00h:,:0Dh,0::13,Fast Mod Source,Source
262,02h 06h,268,02h 0Ch,274,02h 12h,280,02h 18h,00h:,:1Eh,0::30,Fast Mod Destination,Destination
263,02h 07h,269,02h 0Dh,275,02h 13h,281,02h 19h,00h:,:40h::7Fh,0::64::127,-64::0::+63,Amount
Fast Mod Matrix,,,,,,,,,,,,
Slot 2F,,Slot4F,,Slot 6F,,Slot8F,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV10,Description,Name
264,02h 08h,270,02h 0Eh,276,02h 14h,282,02h 1Ah,00h:,:0Dh,0::13,Fast Mod Source,Source
265,02h 09h,271,02h 0Fh,277,02h 15h,283,02h 1Bh,00h:,:1Eh,0::31,Fast Mod Destination,Destination
266,02h 0Ah,272,02h 10h,278,02h 16h,284,02h 1Ch,00h:,:40h::7Fh,0::64::127,-64::0::+63,Amount
Standard Mod Matrix,,,,,,,,,,,,
Slot 1S,,Slot 3S,,Slot 5S,,Slot 7S,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV10,Description,Name
285,02h 1Dh,291,02h 23h,297,02h 29h,303,02h 2Fh,00h:,:2 7h,0::39,Standard Mod Source,Source
286,02h 1Eh,292,02h 24h,298,02h 2Ah,304,02h 30h,00h:,:3 9h,0::57,Standard Mod Destination,Destination
287,02h 1Fh,293,02h 25h,299,02h 2Bh,305,02h 31h,00h:,:40h::7Fh,0::64::127,-64::0::+63,Amount
Standard Mod Matrix,,,,,,,,,,,,
Slot 2S,,Slot4S,,Slot 6S,,Slot8S,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,,SNDV10,Description,Name
288,02h 20h,294,02h 2 6h,300,02h 2Ch,306,02h 32h,00h:,:2 7h,0::39,Standard Mod Source,Source
289,02h 21h,295,02h 27h,301,02h 2Dh,307,02h 33h,00h:,:3 9h,0::57,Standard Mod Destination,Destination
290,02h 22h,296,02h 28h,302,02h 2Eh,308,02h 34h,00h:,:40h::7Fh,0::64::127,-64::0::+63,Amount
Controller Delay,,,,,,,,,,,,
Idx,PAH PAL,,,,,,,sndv16,,SNDV10,Description,Name
309,02h 35h,,,,,,,00h::27h,,0::39,Standard Mod Source,Source
310,02h 36h,,,,,,,00h::7Fh,,0::127,,Ctr.Delay
,,,,,,,,,,,,
Arp,,,,,,,,,,,,
Idx,PAH PAL,,,,,,,sndv16,SNDV10,Description,Name,
311,02h 37h,,,,,,,00h::03h,0::3,"Off, On, One shot, Hold",Mode,
312,02h 38h,,,,,,,"00h, 01h, 02h::10h","0, 1,2::16","Off, User, ROM1::ROM15",Pattern,
313,02h 39h,,,,,,,00h::0Fh,0::15,1::16,Max. Notes,
314,02h 3Ah,,,,,,,00h::7Fh,0::127,3/192::130/192,Clock,
315,02h 3Bh,,,,,,,"00h, 01h::7Fh","0, 1::127","Legato, 1::127",Length,
316,02h 3Ch,,,,,,,00h::09h,0::9,1::10,Octave Range,
317,02h 3Dh,,,,,,,00h::03h,0::3,"Up, Down, Alt Up, Alt Down",Direction,
318,02h 3Eh,,,,,,,00h::05h,0::5,"As played, Reversed, NumLo^Hi, NumHi^Lo, VelLo^Hi, VelHi^Lo",Sort Order,
319,02h 3Fh,,,,,,,"00h, 01h, 02h","0,1,2","Each note, First note, Last note",Velo Mode,
320,02h 40h,,,,,,,00h::7Fh,0::127,0::127,T. Factor,
321,02h 41h,,,,,,,00h::01h,"0, 1","Off, On",Same note overlap,
322,02h 42h,,,,,,,00h::01h,"0, 1","Off, On",Pattern Reset,
323,02h 43h,,,,,,,00h::0Fh,0::15,1::16,Pattern Length,
Tempo,,,,,,,,,,,,
Idx,PAH PAL,,,,,,,sndv16,SNDV10,Description,Name,
326,02h 46h,,,,,,,00h::7Fh,0::127,"0::39, 40::90(2), 91::164, 165::300(5)",Tempo (bpm),
Arp Step / Glide / Accent,,,,,,,,,,,,
Step 1-4,,Step 5-8,,Step9-12,,Step 13-16,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,SNDV10,Description,Name,
327,02h 47h,331,02h 4Bh,335,02h 4Fh,339,02h 53h,sss:=000b::111b  g:=0b::1b  aaa:=000b::111b  0sssgaaab,"0::7 0, 1 0::7","*,, -, <, >,<>, chord, ? Off, On  x, ^, <, <, -, >, 1», ^",Step  Glide  Accent,
328,02h 48h,332,02h 4Ch,336,02h 50h,340,02h 54h,sss:=000b::111b  g:=0b::1b  aaa:=000b::111b  0sssgaaab,"0::7 0, 1 0::7","*,, -, <, >,<>, chord, ? Off, On  x, ^, <, <, -, >, 1», ^",Step  Glide  Accent,
329,02h 49h,333,02h 4Dh,337,02h 51h,341,02h 55h,sss:=000b::111b  g:=0b::1b  aaa:=000b::111b  0sssgaaab,"0::7 0, 1 0::7","*,, -, <, >,<>, chord, ? Off, On  x, ^, <, <, -, >, 1», ^",Step  Glide  Accent,
330,02h 4Ah,334,02h 4Eh,338,02h 52h,342,0 2h 5 6h,sss:=000b::111b  g:=0b::1b  aaa:=000b::111b  0sssgaaab,"0::7 0, 1 0::7","*,, -, <, >,<>, chord, ? Off, On  x, ^, <, <, -, >, 1», ^",Step  Glide  Accent,
Arp Step Length / Timing,,,,,,,,,,,,
Step 1-4,,Step 5-8,,Step9-12,,Step 13-16,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,SNDV:o,Description,Name,
343,02h 57h,347,02h 5Bh,351,02h 5Fh,355,02h 63h,lll:=000b::111b  ttt:=000b::111b  0lll0tttb,0::7  0::7,"A, ^, <, <, -, >, », ^ ?, ^, <, <, -, >, », ^",Length  Timing,
344,03h 58h,348,02h 5Ch,352,02h 60h,356,02h 64h,lll:=000b::111b  ttt:=000b::111b  0lll0tttb,0::7  0::7,"A, ^, <, <, -, >, », ^ ?, ^, <, <, -, >, », ^",Length  Timing,
345,04h 59h,349,02h 5Dh,353,02h 61h,357,02h 65h,lll:=000b::111b  ttt:=000b::111b  0lll0tttb,0::7  0::7,"A, ^, <, <, -, >, », ^ ?, ^, <, <, -, >, », ^",Length  Timing,
346,05h 5Ah,350,02h 5Eh,354,02h 62h,358,02h 66h,lll:=000b::111b  ttt:=000b::111b  0lll0tttb,0::7  0::7,"A, ^, <, <, -, >, », ^ ?, ^, <, <, -, >, », ^",Length  Timing,
Sound Name,,,,,,,,,,,,
Char 1-4,,Char 5-8,,Char 9-12,,Char 13-16,,,,,,
Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,Idx,PAH PAL,sndv16,SNDV:o,Description,Name,
363,02h 6Bh,367,02h 6Fh,371,02h 73h,375,02h 77h,20h::7Fh,32::127,ASCII,Sound Name,
364,02h 6Ch,368,02h 70h,372,02h 74h,376,02h 78h,20h::7Fh,32::127,ASCII,Sound Name,
365,02h 6Dh,369,02h 71h,373,02h 75h,377,0 2h 7 9h,20h::7Fh,32::127,ASCII,Sound Name,
366,02h 6Eh,370,02h 72h,374,02h 76h,378,02h 7Ah,20h::7Fh,32::127,ASCII,Sound Name,
Sound Category,,,,,,,,,,,,
Idx,PAH PAL,,,,,,,sndv16,SNDV10,Description,Name,
379,02h 7Ch,,,,,,,20h::7Fh,32::127,ASCII,Sound Category,
380,02h 7Dh,,,,,,,20h::7Fh,32::127,ASCII,Sound Category,
381,02h 7Eh,,,,,,,20h::7Fh,32::127,ASCII,Sound Category,
382,02h 7Fh,,,,,,,20h::7Fh,32::127,ASCII,Sound Category,
